Submission Date (Central Time),Submission Time (Central Time),Overall Rating,Comments,FeedbackCategory,Subcategory,email_address,ucnValue,mouseFlowPlaybackUrl
1/1/2001,09:46:32 PM,5,Love the books. Love the service.,Thanks/Praise,,,,
1/1/2001,08:26:40 PM,3,This was a great experience and so easy to use.,Thanks/Praise,,,,
1/1/2001,06:23:42 PM,5,Love shopping for books for my class.  Easy website to use.,Thanks/Praise,,,,
1/1/2001,06:18:57 PM,5,Thank you!,Thanks/Praise,,,,
1/1/2001,04:38:16 PM,5,Very great program!,Thanks/Praise,,,,
1/1/2001,03:21:08 PM,5,Thank you.,Thanks/Praise,,,,
1/1/2001,12:36:46 PM,3,"I really appreciate the opportunity to help our teachers in the classroom while also finding new books and other products for my kids, often at prices much better than through other sellers and/or available before they are available elsewhere.",Thanks/Praise,,,,
1/1/2001,10:37:41 AM,3,Well built site that is very user friendly... Thank you!!,Thanks/Praise,,,,
1/1/2001,10:21:13 AM,4,I used the LIVE CHAT feature for the first time.  Amanda was VERY helpful and was able to clear up my problem very quickly.  Much appreciated.,Thanks/Praise,,,,
1/1/2001,09:56:39 AM,5,Thank you,Thanks/Praise,,,,
1/1/2001,09:44:19 AM,5,"I have loved scholastic since I was a child, and love it even more now as an educator.",Thanks/Praise,,,,
1/1/2001,09:44:12 AM,5,Website very user friendly.,Thanks/Praise,,,,
1/1/2001,09:42:42 AM,5,Love your books and the prices.,Thanks/Praise,,,,
1/1/2001,09:41:53 AM,5,first time ordering super easy and fast.,Thanks/Praise,,,,
1/1/2001,09:41:29 AM,3,"Site was super easy to use. The books my child circled on the flyer were easy to find and access on the site and add to the cart. Payment and checkout process was also seamless. Super easy, thank you so much.",Thanks/Praise,,,,
1/1/2001,09:36:44 AM,5,So wonderfully easy to do :) thank you,Thanks/Praise,,,,
1/1/2001,09:36:25 AM,4,29 years with Scholastic!  It's a great investment every year! Thank you for the selection!,Thanks/Praise,,,,
1/1/2001,09:36:04 AM,5,Excellent service and easy to use & navigate!,Thanks/Praise,,,,
1/1/2001,09:35:10 AM,5,You guys are the best ever .,Thanks/Praise,,,,
1/1/2001,09:31:21 AM,5,We love scholastic books.,Thanks/Praise,,,,
1/1/2001,09:30:30 AM,5,Great website. My daughter and I have a great time looking for books for her.,Thanks/Praise,,,,
1/1/2001,09:25:53 AM,5,The website is so much easier to navigate than before.,Thanks/Praise,,,,
1/1/2001,09:17:22 AM,5,I was just giving reviews.  Love this program.,Thanks/Praise,,,,
1/1/2001,09:12:03 AM,5,"i love scholastic, the joy of getting my books in class sparked my love of reading and im happy to pass that love on to my child!",Thanks/Praise,,,,
1/1/2001,09:05:30 AM,5,user friendly,Thanks/Praise,,,,
1/1/2001,09:03:40 AM,5,Thank you for always offering books at reasonable prices!,Thanks/Praise,,,,
1/1/2001,09:02:09 AM,5,Easy peasy!,Thanks/Praise,,,,
1/1/2001,08:58:56 AM,5,Always an excellent experience,Thanks/Praise,,,,
1/1/2001,08:57:17 AM,5,Really appreciate the service you offer children.,Thanks/Praise,,,,
1/1/2001,08:56:55 AM,5,Thank you!!!,Thanks/Praise,,,,
1/1/2001,08:47:44 AM,3,website is user friendly and easy to use.  Found what I was looking for and made my purchase. Simple and easy.,Thanks/Praise,,,,
1/1/2001,08:47:38 AM,5,super easy to navigate,Thanks/Praise,,,,
1/1/2001,08:26:57 AM,4,The representative that assisted me was very helpful to complete my order.,Thanks/Praise,,,,
1/1/2001,08:17:18 AM,5,I love scholastic as a parent and as a teacher,Thanks/Praise,,,,
1/1/2001,08:01:38 AM,5,easy and detailed site!,Thanks/Praise,,,,
1/1/2001,07:57:43 AM,5,"I am a grandmother and am delighted to be able to buy books for my granddaughter and her class!    I loved Scholastic books as a child, as a mom and now as a grandma.  :)",Thanks/Praise,,,,
1/1/2001,07:54:37 AM,5,Very fast and efficient. Love shopping here for my daughter! Lots of great options and pricing.,Thanks/Praise,,,,
1/1/2001,07:54:05 AM,3,it was a pleasure to visit the website.,Thanks/Praise,,,,
1/1/2001,07:53:41 AM,5,easy,Thanks/Praise,,,,
1/1/2001,07:48:14 AM,5,students really love it when they get their books.,Thanks/Praise,,,,
1/1/2001,07:42:54 AM,3,All were good,Thanks/Praise,,,,
1/1/2001,07:42:46 AM,5,"Wonderful bundles and prices, thank you!",Thanks/Praise,,,,
1/1/2001,07:25:17 AM,5,Great to be able to easily enter the code from the paper classroom flyer,Thanks/Praise,,,,
1/1/2001,07:13:21 AM,5,Very easy to use.,Thanks/Praise,,,,
1/1/2001,06:58:01 AM,5,My students enjoy the book selection and i enjoy the ease of ordering and the digital platform.,Thanks/Praise,,,,
1/1/2001,06:56:52 AM,5,Easy to use and search for titles.,Thanks/Praise,,,,
1/1/2001,06:53:40 AM,5,Reading gonna helps your child to be smarter.,Thanks/Praise,,,,
1/1/2001,06:53:09 AM,3,Easy and straightforward,Thanks/Praise,,,,
1/1/2001,06:52:26 AM,3,I love scholastic books!,Thanks/Praise,,,,
1/1/2001,06:39:40 AM,5,I have enjoyed Scholastic book orders since I was a child myself.  I have been ordering for 31 years as a teacher.,Thanks/Praise,,,,
1/1/2001,06:34:16 AM,5,Very easy to navigate. :),Thanks/Praise,,,,
1/1/2001,06:25:28 AM,3,I love this site. It's so convenient.,Thanks/Praise,,,,
1/1/2001,06:20:33 AM,3,There is always a good selection of books for any reading level.,Thanks/Praise,,,,
1/1/2001,06:08:18 AM,4,"thank you for all the great prices, bonuses, shipping :)",Thanks/Praise,,,,
1/1/2001,05:28:21 AM,3,great website. always a deal. love the website.,Thanks/Praise,,,,
1/1/2001,04:58:07 AM,5,THANK YOU!,Thanks/Praise,,,,
1/1/2001,04:03:04 AM,5,Very easy to use.,Thanks/Praise,,,,
1/1/2001,01:04:24 AM,5,I have used Scholastic Book Clubs when I taught before and I absolutely loved the deals and freebies!,Thanks/Praise,,,,
1/1/2001,12:45:25 AM,5,I am so excited to get  books for my kids:),Thanks/Praise,,,,
1/1/2001,12:17:32 AM,3,Very easy using code from the flyer that preschool sent home,Thanks/Praise,,,,
1/1/2001,11:37:50 PM,5,Amazing,Thanks/Praise,,,,
1/1/2001,11:33:23 PM,5,Keep up the great work!,Thanks/Praise,,,,
1/1/2001,11:26:42 PM,5,love the online ordering for parents    keeps it so simple,Thanks/Praise,,,,
1/1/2001,10:49:04 PM,5,very user friendly and easy to navigate!,Thanks/Praise,,,,
1/1/2001,10:24:41 PM,5,happy you except Paypal. Makes it very user friendly.,Thanks/Praise,,,,
1/1/2001,10:11:10 PM,5,WE LOVE YOUR BOOKS!,Thanks/Praise,,,,
1/1/2001,10:07:59 PM,5,Ordering was fast and easy.  Thank you!,Thanks/Praise,,,,
1/1/2001,10:06:48 PM,5,Site is easy to navigate.,Thanks/Praise,,,,
1/1/2001,09:56:45 PM,5,Very easy to order books,Thanks/Praise,,,,
1/1/2001,09:47:14 PM,5,Love this program!!,Thanks/Praise,,,,
1/1/2001,09:23:56 PM,5,Love Scholastic!,Thanks/Praise,,,,
1/1/2001,09:15:18 PM,5,East experience,Thanks/Praise,,,,
1/1/2001,09:10:28 PM,5,I love your site! So easy to use.,Thanks/Praise,,,,
1/1/2001,09:01:28 PM,3,Purchasing the books I wanted was easy and quick.,Thanks/Praise,,,,
1/1/2001,08:58:11 PM,5,easy,Thanks/Praise,,,,
1/1/2001,08:57:42 PM,5,Very easy to use site! Love how we could shop the flyer so easily!,Thanks/Praise,,,,
1/1/2001,08:46:48 PM,5,Love the updates made to this site. Easy to navigate and you have  created a more interesting site to peruse.,Thanks/Praise,,,,
1/1/2001,08:46:17 PM,5,"I love all the books you have, and very affordable.",Thanks/Praise,,,,
1/1/2001,08:43:41 PM,5,"Worked great, as usual!",Thanks/Praise,,,,
1/1/2001,08:39:58 PM,5,Very easy to navigate.,Thanks/Praise,,,,
1/1/2001,08:26:59 PM,5,This was the easiest and fastest website that I've ever visited and purchased from.,Thanks/Praise,,,,
1/1/2001,08:10:27 PM,5,I love Scholastic!,Thanks/Praise,,,,
1/1/2001,08:10:18 PM,3,This book club has been around since I was a child and am glad it continues on for our child today. That is over 20 years of amazing service to bringing books into our home. Thank you,Thanks/Praise,,,,
1/1/2001,08:04:16 PM,5,Thank you,Thanks/Praise,,,,
1/1/2001,08:00:28 PM,5,Easy to do!,Thanks/Praise,,,,
1/1/2001,07:56:32 PM,5,Everything was easy to navigate!  Thank you!,Thanks/Praise,,,,
1/1/2001,07:55:39 PM,5,Easy clicks! Excellent! Rate A++++,Thanks/Praise,,,,
1/1/2001,07:48:23 PM,5,Love the online option - so easy and fast!  Thank you!,Thanks/Praise,,,,
1/1/2001,07:41:19 PM,5,Great site!,Thanks/Praise,,,,
1/1/2001,07:39:17 PM,5,I love being able to submit my child's order and pay for it online and have it shipped  to his classroom teacher!!,Thanks/Praise,,,,
1/1/2001,07:36:29 PM,5,very easy and user friendly,Thanks/Praise,,,,
1/1/2001,07:27:35 PM,4,"I like the books available. I like that you can find books by age, grade and level.",Thanks/Praise,,,,
1/1/2001,07:21:35 PM,5,Website is easy to use.,Thanks/Praise,,,,
1/1/2001,07:15:03 PM,4,I love that the teachers get a book for the class!,Thanks/Praise,,,,
1/1/2001,07:05:38 PM,5,Representative was very helpful in checking my account to be sure it was still active,Thanks/Praise,,,,
1/1/2001,07:04:22 PM,5,super easy to find books and place order,Thanks/Praise,,,,
1/1/2001,06:59:46 PM,5,It was very easy to place my order today on line.,Thanks/Praise,,,,
1/1/2001,06:56:23 PM,3,First time user -- super easy process!,Thanks/Praise,,,,
1/1/2001,06:53:22 PM,5,I love Schoastic and so do my students!,Thanks/Praise,,,,
1/1/2001,06:50:15 PM,5,Love Scholastic Book Club since I was a child. As a teacher I am trying to show how wonderful books are and where they can buy them.,Thanks/Praise,,,,
1/1/2001,06:42:05 PM,5,Great way to support our teachers and enhance literacy skills!,Thanks/Praise,,,,
1/1/2001,06:38:47 PM,5,Scholastic has always been special to me and my students. Ordering is easy for my families and myself as the teacher.  We love scholastic!,Thanks/Praise,,,,
1/1/2001,06:38:08 PM,5,I like that parents can order online under the class code!!,Thanks/Praise,,,,
1/1/2001,06:32:20 PM,5,I love Scholastic!!,Thanks/Praise,,,,
1/1/2001,06:30:25 PM,5,always an easy process to order books. the kids get so excited,Thanks/Praise,,,,
1/1/2001,06:20:49 PM,5,love the book variety,Thanks/Praise,,,,
1/1/2001,06:14:55 PM,5,I love it,Thanks/Praise,,,,
1/1/2001,06:07:17 PM,5,site is user friendly and so convenient,Thanks/Praise,,,,
1/1/2001,06:05:41 PM,3,I’m also a teacher so I love scholastic books,Thanks/Praise,,,,
1/1/2001,06:01:16 PM,5,Easy to put in book order,Thanks/Praise,,,,
1/1/2001,05:55:26 PM,3,thank you,Thanks/Praise,,,,
1/1/2001,05:53:05 PM,5,Easy to use with the item#s.,Thanks/Praise,,,,
1/1/2001,05:43:44 PM,5,AMAZING DEALS! GREAT BUNDLES,Thanks/Praise,,,,
1/1/2001,05:42:39 PM,5,VERY EASY TO USE ... WELL LAID OUT ... LIKE THE FACT THAT I CAN HAVE BOTH MY CHILDREN ON THE ACCOUNT AND A SIMPLE PULL DOWN FEATURE TO CONFIRM WHICH CHILD'S BOOK IS WHICH,Thanks/Praise,,,,
1/1/2001,05:41:42 PM,5,very easy to use,Thanks/Praise,,,,
1/1/2001,05:39:04 PM,5,Great!,Thanks/Praise,,,,
1/1/2001,05:37:13 PM,5,Thanks for the great book selection!,Thanks/Praise,,,,
1/1/2001,05:34:58 PM,5,Everything worked very smoothly!,Thanks/Praise,,,,
1/1/2001,05:32:04 PM,4,I love the holiday books,Thanks/Praise,,,,
1/1/2001,05:15:43 PM,5,We love when the scholastic flyers come home from school!,Thanks/Praise,,,,
1/1/2001,05:06:59 PM,5,Scholastic's website is very user-friendly and I appreciate that!,Thanks/Praise,,,,
1/1/2001,05:00:38 PM,5,The Scholastic Book Clubs website is very easy to follow.,Thanks/Praise,,,,
1/1/2001,04:59:35 PM,5,Very easy to navigate and user friendly.,Thanks/Praise,,,,
1/1/2001,04:51:30 PM,5,I like how the site keeps track of earned rewards so I don't have to figure it out on my own with codes etc.,Thanks/Praise,,,,
1/1/2001,04:47:37 PM,5,fast and friendly to use,Thanks/Praise,,,,
1/1/2001,04:47:14 PM,5,I chatted with an agent and they fixed it. I had an old account that they ended up merging with my new account.,Thanks/Praise,,,,
1/1/2001,04:12:58 PM,5,Christine was a helpful person online earlier this evening.,Thanks/Praise,,,,
1/1/2001,04:11:48 PM,5,Great selections of books for my little reader.,Thanks/Praise,,,,
1/1/2001,04:07:51 PM,5,I appreciate the code for a free book and free shipping!  Thank you!,Thanks/Praise,,,,
1/1/2001,03:59:08 PM,5,I love how easy it is to navigate.  Thank you!,Thanks/Praise,,,,
1/1/2001,03:57:41 PM,5,I enjoy ordering books from Scholastic.  Great deals.,Thanks/Praise,,,,
1/1/2001,03:57:28 PM,5,I love the books and that I can easily order books for my son without sending money into school with him.,Thanks/Praise,,,,
1/1/2001,03:50:15 PM,5,Great website! keeps kids entertained all night sitting at the dinner table from 2:30-9:00 there bed time.,Thanks/Praise,,,,
1/1/2001,03:48:01 PM,5,Got great suggestions and searching for specific books was easy.,Thanks/Praise,,,,
1/1/2001,03:47:41 PM,5,Smooth ordering experience.  Thank you..,Thanks/Praise,,,,
1/1/2001,03:39:34 PM,5,"I've been a big fan of Scholastic Book Clubs for many years and appreciate the work the company does and how they support literacy not only at my center, but across the country.",Thanks/Praise,,,,
1/1/2001,03:37:38 PM,5,Love scholastic!! Kids need to hold books.,Thanks/Praise,,,,
1/1/2001,03:33:59 PM,5,Very easy to use once I entered the age of my child I was able to see a great selection,Thanks/Praise,,,,
1/1/2001,03:32:01 PM,5,The site was easy to use and I placed an order with no issues.,Thanks/Praise,,,,
1/1/2001,03:21:00 PM,5,Very easy,Thanks/Praise,,,,
1/1/2001,03:13:19 PM,5,"I love scholastic book clubs! The user interface is easy to use and I LOVE getting points with every order, it makes me able to supply my home and classroom with wonderful books to read.",Thanks/Praise,,,,
1/1/2001,03:11:19 PM,5,I loved that we got a free book from the $1 page!,Thanks/Praise,,,,
1/1/2001,03:04:44 PM,5,Site is easy yo navigate,Thanks/Praise,,,,
1/1/2001,03:01:38 PM,5,Absolutely love Scholastic and the experience of it. So excited my kids get to be a part of this now too.,Thanks/Praise,,,,
1/1/2001,02:59:51 PM,5,Very easy and connected to my daughters class with the code right away.,Thanks/Praise,,,,
1/1/2001,02:56:44 PM,5,very simple step by step   Thank you :-),Thanks/Praise,,,,
1/1/2001,02:53:30 PM,5,"Using the site is simple, which I can appreciate!",Thanks/Praise,,,,
1/1/2001,02:49:59 PM,4,Love getting books for my kids and helping the teacher.,Thanks/Praise,,,,
1/1/2001,02:45:03 PM,5,I love having the opportunity to add to our home library and help out my child's classroom,Thanks/Praise,,,,
1/1/2001,02:41:49 PM,5,All around great,Thanks/Praise,,,,
1/1/2001,02:39:27 PM,5,Excellent choice of books and great prices.  Thanks for making ordering so easy.,Thanks/Praise,,,,
1/1/2001,02:37:13 PM,5,Easy and quick to order!,Thanks/Praise,,,,
1/1/2001,02:32:28 PM,4,Site was quick and easy to navigate.,Thanks/Praise,,,,
1/1/2001,02:23:40 PM,5,Site is very easy to navigate. I love that we can create a wish list for next time!,Thanks/Praise,,,,
1/1/2001,02:23:36 PM,3,The site is always so easy to use!,Thanks/Praise,,,,
1/1/2001,02:19:16 PM,3,Thank you guys for all you do.,Thanks/Praise,,,,
1/1/2001,02:12:54 PM,4,I like that I received an email when a family orders books online.,Thanks/Praise,,,,
1/1/2001,02:12:12 PM,5,"very user friendly, fast & efficient",Thanks/Praise,,,,
1/1/2001,02:09:10 PM,5,Anxious to provide opportunities for students to buy books.,Thanks/Praise,,,,
1/1/2001,02:04:41 PM,5,I appreciate the work taken to make Scholastic great again! Thank you!,Thanks/Praise,,,,
1/1/2001,01:56:55 PM,2,I have not been able to intentionally get to a place to input the code from my flyer,Website Suggestion,,,,
1/1/2001,01:56:36 PM,1,still can not find where the editable flier is to send home,Website Suggestion,,,,
1/1/2001,01:55:42 PM,3,Letter to parents downloaded blank.,Website Suggestion,,,,
1/1/2001,01:54:19 PM,3,Hard to find information. Video tutorials would be nice.,Website Suggestion,,,,
1/1/2001,01:52:13 PM,5,"On the mobile app, I was trying to add the ""READS"" free book, but the ""confirm and apply"" button was below the screen and I couldn't scroll far enough to be able to click it. On the computer it worked fine.",Website Suggestion,,,,
1/1/2001,01:50:21 PM,4,Took me awhile.  Not super user friendly.,Website Suggestion,,,,
1/1/2001,01:39:40 PM,3,Not finding info,Website Suggestion,,,,
1/1/2001,01:33:09 PM,3,Need larger pictures to show children the available books.,Website Suggestion,,,,
1/1/2001,01:31:58 PM,4,"Easy to add items to wish list and cart. Sometimes navigation is difficult (e.g., once get to checkout, it would be nice to have a back button ('back to shopping'), rather than using the browser back button or having to go back 'home' and navigate back to where I was before entering checkout).",Website Suggestion,,,,
1/1/2001,01:23:49 PM,3,"I had trouble finding where to submit my child’s teacher & when I found it, my entire cart was deleted so I had to start over. It would be better if the scholastic site worked seamlessly with the school classroom pages.",Website Suggestion,,,,
1/1/2001,01:17:59 PM,2,It will not add to my cart at all and I can't order.    I have a credit that I can't use.,Website Suggestion,,,,
1/1/2001,01:17:03 PM,5,"Site worked great! The search function under the site search was a little confusing since it only had the ""add to cart"" button there instead of going to the item to view the descrip. I get the idea of it, just wasn't prepared for it. This is so much easier than filling out those awful newsprint, tiny order forms lol",Website Suggestion,,,,
1/1/2001,01:12:45 PM,4,I feel like there should be an easier search function,Website Suggestion,,,,
1/1/2001,12:53:55 PM,5,Wish there was a way to edit a letter to attach to the student flyers.      Such as fonts and size.  I can't figure that out.,Website Suggestion,,,,
1/1/2001,12:53:38 PM,3,Search function is not great,Website Suggestion,,,,
1/1/2001,12:51:43 PM,3,Had trouble going back to the $1.00 page : D,Website Suggestion,,,,
1/1/2001,12:50:26 PM,3,The site is not easy to navigate.  I feel like you have to click around a lot to find the best deals for teachers.,Website Suggestion,,,,
1/1/2001,12:38:21 PM,3,"I find the site has not been updated in 3 years, since I was last in the classroom. It is not the most user-friendly to maneuver in between the teacher wish list and book selecting. I wish multiple books could be added at once instead of one at a time.     It would be nice to have received physical copies of flyers.",Website Suggestion,,,,
1/1/2001,12:37:25 PM,4,Just still looking for where to do this. :),Website Suggestion,,,,
1/1/2001,12:33:50 PM,3,Not an easy site to navigate and prices have gone up.,Website Suggestion,,,,
1/1/2001,12:26:56 PM,3,It is still not easy to quickly find what I want and switch back and forth between items.,Website Suggestion,,,,
1/1/2001,12:25:55 PM,3,"Your site is not easy to follow to order the books. I had to use the sheets that were sent home from the school and then search for each book using the item number. I was not impressed with the site. I would recommend the books, but I would also warn everyone about using the site.",Website Suggestion,,,,
1/1/2001,12:24:36 PM,3,"should be able to place books in ""shopping cart"" directly from the digital flyer. The numbers on the digital flyer are too small to easily read. Should be listed when click on the book.",Website Suggestion,,,,
1/1/2001,12:23:54 PM,4,Kept freezing on the flyer's.,Website Suggestion,,,,
1/1/2001,12:11:27 PM,4,"I could not print my printable teacher letter - I got a screen with ""bad response"" instead.  I opened it in an incognito window and it worked.",Website Suggestion,,,,
1/1/2001,12:09:53 PM,1,when I am at checkout and have $ to use - I should be able to pull up my wish list and add those books in.  This is very frustrating.  The system really needs to be easier for teachers.  We don't have time to navigate back and forth.,Website Suggestion,,,,
1/1/2001,12:09:11 PM,5,very well placed categories ans recommendations. Only feedback is that when I was on a recommendation page I liked 2 books and I clicked on 1 to add to cart but after that I couldnot go back to the same recommendation page and missed the second book I had liked. I then had to search for it again.,Website Suggestion,,,,
1/1/2001,12:05:44 PM,3,The survey popped up before I could complete what I was doing.,Website Suggestion,,,,
1/1/2001,12:03:43 PM,4,Sometimes I find it hard to locate the collection deals or the book of the week sale,Website Suggestion,,,,
1/1/2001,11:58:24 AM,4,I am not sure that the entire process is intuitive but I am muddling through.,Website Suggestion,,,,
1/1/2001,11:57:06 AM,4,Keep me logged in once I log in,Website Suggestion,,,,
1/1/2001,11:54:58 AM,3,The process to confirm an online order placed by a parent is overly complicated & redundant.,Website Suggestion,,,,
1/1/2001,11:54:18 AM,4,A couple search challenges. Typed in a book I knew was there and it didn't come up.,Website Suggestion,,,,
1/1/2001,11:43:07 AM,5,"I find the site hard to navigate.  The collections can sometimes be helpful, but it would be nice to be able to just look through all titles at once.",Website Suggestion,,,,
1/1/2001,11:23:33 AM,4,It timed out and did not keep what I had done. I had to re-enter everything.,Website Suggestion,,,,
1/1/2001,11:22:32 AM,4,I cannot print or download the parent letter.,Website Suggestion,,,,
1/1/2001,11:06:59 AM,5,Some of the digital flyers would not load to view.,Website Suggestion,,,,
1/1/2001,11:03:47 AM,4,"It would be great if teachers/parents could search by price (for example in the search bar enter ""$1"" and all the $1 books came up)",Website Suggestion,,,,
1/1/2001,11:01:50 AM,4,The button to SEE ALL in a section doesn't stand out easily,Website Suggestion,,,,
1/1/2001,10:57:38 AM,5,"Site is easy to navigate. However, I did not see the bonus catalog section. I will look when I submit order on Wednesday.  Thanks for the $1.00 book section. helps me with birthday books and holiday books.",Website Suggestion,,,,
1/1/2001,10:55:58 AM,4,It would be great if you had a way to sort by price or browse for books below a certain price point.,Website Suggestion,,,,
1/1/2001,10:53:06 AM,3,cant search for a book,Website Suggestion,,,,
1/1/2001,10:47:14 AM,4,"I wish there was a way to search or sort by price. For example, as a parent (or a teacher) looking to build my library on a tight budget, I'd love to search for all the $1 and under books. Or knowing that Scholastic has dollar deals, all the $2 books.",Website Suggestion,,,,
1/1/2001,10:44:06 AM,3,Just initial navigation is a little confusing,Website Suggestion,,,,
1/1/2001,10:38:16 AM,4,The way the free book code needed to be entered was a bit confusing. I ended up ordering two copies of the same book.,Website Suggestion,,,,
1/1/2001,10:33:03 AM,1,The page is stuck on the check out screen  Very frustrating,Website Suggestion,,,,
1/1/2001,10:26:56 AM,3,"I tried on my phone to enter a free book and submit my order,but it did not work so I went on my computer and tried and it worked.",Website Suggestion,,,,
1/1/2001,10:23:32 AM,1,It said general error.,Website Suggestion,,,,
1/1/2001,10:22:50 AM,3,"I am truly not trying to sound negative or that I'm complaining, but your website is incredibly difficult to navigate. There are WAY to many things to look on every page that I go to. Perhaps student orders can show up as JUST their names with a drop down option if you want to see what they've ordered? I don't know... it's just really challenging every time I come to this site. Like I said, I'm NOT trying to complain... I LOVE children's books and I LOVE promoting them. I just have a really hard time on your website. Thank you",Website Suggestion,,,,
1/1/2001,10:22:11 AM,3,I can't find filters and I wanted to filter by price.,Website Suggestion,,,,
1/1/2001,10:14:21 AM,2,"Very slow, site freezing.",Website Suggestion,,,,
1/1/2001,10:09:51 AM,4,I was unable to find the book packs listed on the cover pages of the flyers sent to me.  I wasn't sure where to find them.   It was also difficult to see the text when I was viewing sample pages.  Sometimes I was able to get it to zoom in on the words by moving my mouse over and sometimes it would not.   It was also frustrating to have to keep clicking on the see full details button to read a description of the story.,Website Suggestion,,,,
1/1/2001,10:03:39 AM,3,"I read the tutorial, but found it a little difficult to navigate the site and look at books. After I ordered I realized there were a LOT more books to choose from than I had seen. Oh well, next time. The prices are good. Not all books had a description of the story",Website Suggestion,,,,
1/1/2001,10:00:00 AM,1,Rested an account one for each child then could not get to a place to order for youngest. I was stuck at the oldest.   Will go out and try again,Website Suggestion,,,,
1/1/2001,09:56:40 AM,3,I had trouble viewing the digital flyer.,Website Suggestion,,,,
1/1/2001,09:55:11 AM,3,"I am unsure if I sent the email to parents. I was in the middle of adding students and I was told that my time expired. However, when entering names, I thought I could download the list but I saw that all those names came up as one student. Then, I could not delete my error so I had to continue and add students  one at a time. This involved typing name, clicking add, having to click in box again to type another name., etc. Then time expired and I do not know what students I have listed.   I did not continue because it would take more time.    I did share the SBC to 2 of our new colleagues. I hope they do not get discouraged.",Website Suggestion,,,,
1/1/2001,09:50:10 AM,3,Very slow to load,Website Suggestion,,,,
1/1/2001,09:49:00 AM,4,"The hover behavior where it opens a dialog when you're in the catalog view is a little weird, but it works.    Tried to search for ""how it's built"" books, and the search definitely seems like it could use improvement. No results for ""sailboat"" even though there's a sailboat book in there.",Website Suggestion,,,,
1/1/2001,09:45:17 AM,4,"Below ,in this survey , you asked me if I need assistance ( which I don't ) , then my email was required regardless. Why?",Website Suggestion,,,,
1/1/2001,09:40:26 AM,5,"I completed the survery before I was able to put in my order for it popped up as I was about to do the order/bonus part of the website. The survey should come up at the end, not at the start.",Website Suggestion,,,,
1/1/2001,09:39:27 AM,3,There were so many pop ups and notifications it was hard to see where I had to go and where to enter the actual order. Please make it more user friendly. thank you,Website Suggestion,,,,
1/1/2001,09:35:52 AM,4,I wish that you could also search for books by price.  I often have money to spend (earned rewards) and sometimes difficult to spend the exact amount.  Being able to search by price would help with this process.,Website Suggestion,,,,
1/1/2001,09:22:19 AM,3,I would love to be able to search books by reading level (vs. age level).,Website Suggestion,,,,
1/1/2001,09:12:13 AM,4,it logged me out after a few minutes of inactivity but once i logged back in all my items were still in my shopping cart,Website Suggestion,,,,
1/1/2001,09:09:16 AM,3,"Maybe I am just missing it, but I really wish I could find books by the skill level of the reader better. My son has dyslexia and isn't reading at his grade level, so it makes finding books for him on this site difficult.",Website Suggestion,,,,
1/1/2001,09:08:26 AM,4,It's not user friendly unless you are knowledgeable with the site,Website Suggestion,,,,
1/1/2001,09:05:59 AM,4,Some parts wouldn't load. It would also be nice if you could add to cart straight from the brochure page,Website Suggestion,,,,
1/1/2001,09:05:22 AM,3,"When my account pulls up, it pulls up to my parent account.  I want it to pull up to my teacher account.  I guess I will have to cancel the parent account because otherwise I have to try to figure out how to see student orders- it's not very user friendly.    When you pull up the flyer view, it won't let you go to the next page if you zoom in to look at anything.  You should still be able to click the arrow to turn the page even if you zoom in to see a book description instead of going all the way out and starting over.",Website Suggestion,,,,
1/1/2001,09:04:51 AM,4,Would like option to have a quick translated Spanish version  of the Family Letter - Could not find.  Thank you   -    The website gets improved each year - and teachers/parents really appreciate that.,Website Suggestion,,,,
1/1/2001,09:04:16 AM,3,"Some of the features on the website are a little difficult to manage on various devices--the popups (while helpful at times) often get in the way of the task at hand.  The website was very difficult to use on an iPad, but much better on a laptop.",Website Suggestion,,,,
1/1/2001,08:57:57 AM,4,It's hard to find the exact books on the teacher's list.,Website Suggestion,,,,
1/1/2001,08:54:34 AM,3,"I would appreciate an easier way to look at the flyers...maybe in alphabetical list for with a picture of the book  beside each listing.    It would also be wonderful if there were more books available with a Christian theme, especially at Christmas and Easter.",Website Suggestion,,,,
1/1/2001,08:52:01 AM,2,"Historically, I find the Scholastic Book Club site very challenging to navigate",Website Suggestion,,,,
1/1/2001,08:51:22 AM,1,"The site loads slowly, shows books I don't click on. The digital flyer is clever but not user-friendly. At all. A different format (maybe that looks less likely the flyer) would work better.",Website Suggestion,,,,
1/1/2001,08:44:12 AM,1,"The interface takes me in circles when I'm trying to find something. It has always been challenging to have a teacher and parent account simultaneously, they do not pair well together. Very frustrated that my account is under a parent and I have no way to change it to an educator. I just want flyers to send to my students and have no way to access it or request flyers.",Website Suggestion,,,,
1/1/2001,08:42:00 AM,1,"I can't add anything to my cart!  I click the black ADD TO CART button, and a pop-up says the item is added, but when I go to the cart it is empty.  This site is useless.",Website Suggestion,,,,
1/1/2001,08:40:10 AM,4,It’s difficult to swipe right and see all the books in a category.,Website Suggestion,,,,
1/1/2001,08:36:35 AM,1,"Every time I add a book to cart, I get a pop-up that says added to cart, but then the cart is still empty.",Website Suggestion,,,,
1/1/2001,08:34:52 AM,2,"I can't find two students who placed an order.  My cart is empty, but it says I have two students who ordered.  I really hope this isn't a repeat of last year when I waited from Sept. to the end of Nov. for my first book order....",Website Suggestion,,,,
